song_id,title,lyrics,album
136,Any5,"Do I have to go off to some other planet or something? There's so many different things but nothing feels right There's so many different things but I drop it all I end up dropping it all anyway It's all just no, no, no, ow",INLIFE
137,Any6,"Ask me any, anything you want (Maybe) I'm gonna say no (I'm gonna say no) I want so many things but I know My tastes are like a connoisseur, I'm picky No, that's not what I mean I left behind the sweet potato and cider Even if you give me several options (Ooh-ooh-ooh)",INLIFE
138,Any7,"There's never something that really suits my taste (Ooh-ooh-ooh) Blah blah blah, there's so many things I want First Class, something even higher class than that No, no, wait, is this not it either? No, no, no, no, I don't know",INLIFE
139,Any8,"You're saying what everyone else says (Don't even start saying a single thing) It doesn't feel right to make a choice (And I don't even know what I want yet) No, no, it's not that I actually hate everything If anything I just want so much more Strangely I'm not really drawn to anything No matter what you say it doesn't feel right",INLIFE
140,GodsMenu1,"Yes, sir and ma'am Welcome, it's easy to choose what you want in our kitchen Anything on the menu will satisfy all your five senses Even passing travelers, pigeons, magpies and crows",INLIFE
141,GodsMenu2,"Cooking a sauce, get all you want Savor it, lick it, say it's bon appétit Taste so good everyone wants it All our dishes taste so strong We want it 'til we serve them all Do research and cross boundaries There's no limit, we create our sound",INLIFE
142,GodsMenu3,"We just keep making and improving Because we're one of a kind No one can copy us, this is our own game From the start, it's been all ours Even if you go away for a moment Eventually you'll want us again Hottest menu that will never cool off Put those flavors on your taste buds",INLIFE
143,GodsMenu4,"Du, du, du, du, du, du This is our tang, tang, tang, tang Du, du, du, du, du, du This is our tang, tang, tang, tang",INLIFE
144,GodsMenu5,"We'll light a fire in your eyes Just wanna taste it, make it hot On a new grill, cook this track Choose the menu, call me up Whatever you want, we'll serve Du, du, du, du, du, du",INLIFE
145,GodsMenu6,"Cooking like a chef, I'm a five star Michelin You reached the peak of ""taste,"" that's an illusion Ooh, never felt this way before We'll give you an electric shock We've unlocked all of the locks Idea bank, empty your thoughts You ask ""What's our secret ingredient?"" But we don't even use one",INLIFE
146,GodsMenu7,"Just mix everything in We don't mind, add more Don't hesitate, pour more Mix, mix Yes, sir and ma'am, du, du, du",INLIFE
147,Easy1,"I do what I want Whatever I do or don't, I just take a rest We gonna do whatever we want, do it my way I win easily and move on to the next round I'll beat them all, everyone and get to the top I do what I want, I take whatever I see",INLIFE
148,Easy2,"Whatever I do, it looks good to me I don't regret my decisions I pick out anything in my reach and go, let it flow North, South, East, West, I crush them all I don't care, so what? This is my own way",INLIFE
149,Easy3,"Got nothing to pack, lose your mind Whatever people say, so what? Let go everything and have fun. Eat and have fun No matter what people say, live your life",INLIFE
150,Easy4,"Yeah, push everything aside, knock it out Whatever I feel like doing, play it now like Everything looks so easy I just make it easy All of it, all of it, all of it",INLIFE
151,Easy5,"I'll make you say wow Whatever I do or don't do, however I live Look at me now I turn things upside down I'll make you say wow Whether I throw the first punch or burst it all Look at me now I sweep everything away and go",INLIFE
152,Easy6,"Come and watch me now, anytime Imma make it look, make it look, look so easy Come and watch me now, anywhere Everyone will be flustered, flustered, it's so easy",INLIFE
153,Easy7,"As I turned everything upside down Shall I relax and have some fun now? All the commotion about me can just go away The time that was so harsh, so terrible, so lonely for me Can go sell gold",INLIFE
154,Easy8,"I followed the wind, and everything I said and wished for came true like this I'm doubtful that nothing is easy My doubts grow so stronger that they make me curious I wanna let everything go and play without my mom knowing I wanna let everything go and play everyone",INLIFE
155,Easy9,"I'm nocturnal, I fly at night I'm nocturnal, I make music at night I cast magic in a magical castle I let out my enchanting voice anywhere I go",INLIFE
156,Easy10,Your flaunting is nothing but an empty bragging Why are you so scared? This brave loser will turn the table Let's up the stakes as you wanted Or do it my way and change it all,INLIFE
157,Pacemaker1,"Just run run how you used to run (Run, run) Trust me and run run how you used to run Now I'm a pilot pilot who leads you (Pilot, pilot) Nobody can stop you except me You shouldn't distrust me, the pace gets disrupted If you're with me Even the nearly dying place can be brought to life, life",INLIFE
158,Pacemaker2,"I'm always with you never ever, nonstop I'm always with you never ever, nonstop When I'm beside you, you'll feel like you've got a strong army, yeah When you get more tired than before, I will boost up more than ten times, yeah",INLIFE
159,Pacemaker3,"Baby, listen up Don't be worried, trust me and run Baby, I'm the one Only for you Match your steps and run, run Don't look back, I will lead you Just run, run Please, don't let go of me, yeah",INLIFE
160,Pacemaker4,"I won't end, your end is mine Tell me when I will match to you and next, next I'll follow your plan next, next Na na na na na na na na na na Na na na na na na na na na na",INLIFE
161,Pacemaker5,"Ey, I don't know myself either so Yeah, yeah can you be my answer? Ey, I don't know myself either so Will you run beside me? When I look at you, I see myself Because half of your day Shares the same patterns as mine So I saw myself in you",INLIFE
162,Pacemaker6,"You, who always stood by my side You, who has trusted me wherever you were You gave everything for me I see myself when I see your eyes I see you when I see myself now I wanna go with you, woah",INLIFE
163,Phobia1,"As you face the trembling sky Will I be able to get closer today? For some reason I'm uneasy that you might get further away Ah, this really isn't like me though",INLIFE
164,Phobia2,"My mind is always crowded Overflowing with random thoughts, I can't do this Don't know why I'm like this Even if I pretend it doesn't My heart races like it'll burst",INLIFE
165,Phobia3,Stay with me Don't hesitate no more (Don't hesitate) There's no point in speaking As long as I'm in front of you,INLIFE
166,Phobia4,"I'm stuck with a phobia, ayy-ayy Although I want to stay with you I'm stuck with a phobia, ayy-ayy I can't go there, where you are, I can't approach you Oh, oh, oh-oh, oh-oh Why am I like this? Oh, I don't know either Oh, oh, oh-oh, oh-oh I'm trapped in a phobia of you",INLIFE
167,Phobia5,"I want to hold you in my arms so bad Even if I treasure you You're so precious it isn't enough, you're radiant The more you shine, the more I tremble as I get closer The moment when the uneasy shaking Changes to butterflies in my stomach is getting closer",INLIFE
168,Phobia6,At the thought of me making you smile This shaking becomes in a little happiness Don't know why I'm like this Even if I pretend to not be bothered My heart is racing like it'll burst,INLIFE
169,Phobia7,"Every time I meet you, I shake, shake Your voice echoes loudly in my head Saying I can do even better, I boldly shout I know too well that chances only come once I'll do anything for you, (so that you can believe in me)",INLIFE
170,Blueprint1,"The world always says, yeah That it'll be difficult and harsh They want us to get discouraged, yeah The moment you feel it's too much for you, yeah They, again, whisper hopelessness and despair on purpose It won't work on me, I believe in myself",INLIFE
171,Blueprint2,"They wonder how I'd fail They take a poke at me, like a prickle Watch me right now, I scream out loud I've been dreaming every day I've been through a long battle I've bet everything for this blueprint It's the tomorrow that I've been waiting for everyday",INLIFE
172,Blueprint3,"Watch me do what I want You put me to the test, but I go one step forward, babe Just leave me alone You try to stop me, but I go one step forward, babe",INLIFE
173,Blueprint4,"The sunshine beckons me The bright dream shines upon me It excites me, it always makes me smile I'm going to keep running without stopping I'm not going to get tired, I'll keep running The light I can almost touch will never fade",INLIFE
174,Blueprint5,I'm always looking for my way with the blueprint The answers the world has given to me are wrong I always dream of my blueprint coming true I'll proudly achieve my dream My future is bright,INLIFE
175,Blueprint6,"Let them talk away I'll go to to that high place with my fists clenched I will come into my own yeah, yeah Whenever my breathing gets difficult A hardship awaits me at every step But I will run, I believe in myself",INLIFE
176,Blueprint7,"They mock me and wonder how to hurt me They ignore me like evil bystanders Watch me right now, while I scream out loud Had a hard day everyday, yeah To the tomorrow I've dreamed of Take me there, I go above everyone who looked down on me",INLIFE
177,Blueprint8,"I'll make you say Oh-oh, oh-oh, oh-oh I throw myself to the end of the sea Oh-oh, oh-oh, oh-oh Without regrets, go shout without regrets Widen the world with blue lines I hope you're watching me Looking at the sky, I'ma party",INLIFE
178,Blueprint9,"My future is bright The excitement surrounds me I hope I will shine soon Never, never, never let go",INLIFE
179,Blueprint10,"(Ayy, a thrill surrounds me) The excitement surrounds me (Ayy, never, never, never let go) I hope I will shine soon (Ayy, a thrill surrounds me) My future is bright (Ayy, never, never, never let go) *My future is bright*",INLIFE
180,TA1,"(Ooh-ah, ooh-ah) Hop on (Brra) On on on Take me to the top",INLIFE
181,TA2,"Hey, throw away your concerns No more worrying Throw away your cowering self, hey Shout out like wow, hop onto this mood Rocking your brain is a critical hit Just lower them all down and everyone Chill out now",INLIFE
182,TA3,"Don't walk around with doubts Wherever you go, it doesn't matter Me, who used to run like a racing horse Who can only see one track Has gone off track Wherever you go, just do it Walking around with doubts is hinderance Jus run like Bolt, wherever your feet lead Go straight, leave u-turn for next time",INLIFE
183,TA4,"Na-na-na, na, na-na-na Na-na-na, na, na-na-na All, all, all, all, all, all Blaze up fumingly Complicated things, throw it out (Na-na-na, na, na-na-na) Worrying is a hassle now (Na-na-na, na, na-na-na) Keeping this blazing momentum (All, all, all, all, all, all) Blaze up fumingly",INLIFE
184,TA5,"Hop on (Brra) On on on Take me to the top Hop on, ow (Brra) On on on Hop on, hop on, hop on (On, on) Hop on, hop on, hop on (On, on) Hop on, hop on, hop on (On on) Hop on, hop on, hop on (On, hop on)",INLIFE
185,TA6,"To find the right path Go on a journey of 30,000 languages As expected, home is the best So many paths seen in the 30,000 leagues Now I can't just look and pass by The day I saw somewhere far, far away Beyond the mountains and rivers I couldn't even see what's in front of ten leagues Lest's put them all behind and enjoy what's in front, one by one",INLIFE
186,TA7,"No way there'll be a fuss No way there'll be a ruckus Keep going back and forth Even when you fall down, dust off the dirt and walk again",INLIFE
187,TA8,"Let's ride, fly high Hold tight before you miss it Let's ride, fly high Look at the sky and go, go, go Let's ride, fly high Before you miss this oportunity Let's ride, fly high Let down the heavy burden",INLIFE
188,Haven1,"Do whatever you want Break the mold together Gather here in this haven right now Step out, do what you want For now just do it all Leave it as memories, now or never",INLIFE
189,Haven2,"As it piles up, you get more exhausted You want to escape, shall we ditch it all? You keep enduring it Go unlock it all, right, yeah Even if you don't know the truth yet You can set down your burden here The place where the compass pointed to Feeling so alive, everything flutters",INLIFE
190,Haven3,"Don't go anywhere today You gotta stay with me As we look in each other's eyes Comfortably, just sing Whatever we do, I'm okay 'Cause we are wild and free",INLIFE
191,Haven4,"Woah oh oh As your body goes Woah oh oh I wanna stay with you Woah oh oh As your heart goes Leave it as a memory, now or never It's now or never",INLIFE
192,Haven5,"While looking at the bright stars, I sing Matching up to the sound of the cheers I dance my heart out Even if people say I've gone crazy I feel more comfortable Now there's no point in tying my arms and legs I'll tie my burdens and drag them The way I want to, not the way others tell me to Wherever, I'll fly away so",INLIFE
193,Haven6,"Whatever we do, I'm okay 'Cause we are wild and free Do whatever you want Break the mold together Gather here in this haven right now Step out, do what you want For now just do it all Leave it as memories, now or never",INLIFE
194,Slump1,"Where are you going? I'm still here, please, don't leave me Just one more hour It can't be if it's not now, this time The second hand runs like a crazy horse, take me now Staying alone, and the saying ''enjoy the past'' Don't do it, I feel alone I don't want to be left alone miserably and fall behind Take me to you now",GOLIVE
195,Slump2,Too fast I'm trying to match your steps but I keep falling I'm still standing at this place On this road where we used to walk together Only a few months ago,GOLIVE
196,Slump3,"I'm alone walking on the way This road feels so cold, so cold My steps become slower, they go in slow mode The way I used to keep pushing forward is now black and white Like a photo just showing what's left in the past",GOLIVE
197,Slump4,"I'm afraid I'll just have to stop here alone The train that ran on my dreams has broken down The visions of islands still waver in front of my eyes And I'm afraid I'll be the only one who can't make it there, ey",GOLIVE
198,Slump5,"I bury my head in my arms all day long With tears appearing in my eyes I'm always in the same place The same old songs and lyrics Everything feels the same as a year ago Please, do better So you don't have to be ashamed wherever you go , yeah So that I can smile and be proud when I look at myself",GOLIVE
199,Slump6,"Whenever I show myself in front of people I feel embarrassed wondering how miserable I must look, eyEveryone moves forward except me Even those who walked with me They get further little by little I can't even see them now, yeah yeah",GOLIVE
200,MixtapeGoneDays1,Time stopped The traffic lights don't change I keep getting older But we ain't moving on They stay in the memories That's why they don't change Getting short-sighted Open your eyes uh,GOLIVE
201,MixtapeGoneDays2,"I get it Everyone was like that back then But why should I hear it now? You think you're right, nobody's right Only opinions That was then and now please, let me go",GOLIVE
202,MixtapeGoneDays3,Everyday the same words Aren't you tired? You don't even remember saying that Gone days Why do you keep saying no? Never mind the past ey This is the new generation Go away Gone days Gone days woah (Go away) Gone days woah Uh oh,GOLIVE
203,MixtapeGoneDays4,"Even if you tell me something I let it go out like cleaning my nose Strangely, whatever you say I take it as nagging Hmm-hmm, hmm-hmm, hmm-hmm, hmm Just because you're locked in the past Don't drag me in",GOLIVE
204,MixtapeGoneDays5,"In some ways, I feel sorry for you I'll tell you why You want to teach me as a senior in life You want me to be successful after 10 or 20 years Thank you for caring about me",GOLIVE
205,MixtapeGoneDays6,Gone days This year is ending anyway Stop saying ''back in my days'' I can't stand it anymore ey Gone days I get it You're doing this because of worries But trust me once ey I'll take responsibility for the future Let me be myself,GOLIVE
206,MixtapeOnTrack1,"Even a fool knows this You're the best thing I've got Once again towards you One more step, I will never stop I shouldn't run away",GOLIVE
207,MixtapeOnTrack2,"It's too late The last train to return to you has stopped I should've hurried It's too late to regret it now The sky is still blue, but why is everything blurry? Within my blurred vision I can only see you clearly I should've let go of my foolishpride then I'm only regretting now for missing out the chance",GOLIVE
208,MixtapeOnTrack3,"For whatever reason I really hate myself for not getting close to you I should've come up with any reason To stop this situation (I should've held on to you) Don't go Don't leave me Please, turn around and look at me Please, don't go If you go further away I might fall apart by myself",GOLIVE
209,MixtapeOnTrack4,"Even a fool knows this You're the best thing I've got Once again towards you One more step, I will never stop I shouldn't run away I know it because I'm a fool I can't live without you Once again towards you One more step, I will never stop I'll always be on track",GOLIVE
210,MixtapeOnTrack5,I was walking following your pace Then I got lost for a moment Even though I barely follow your remaining footsteps My mind is storming at every crossroad Is it just me who misses us so much? I wonder how far you've gone away The ideal moment that we'll be together I got too used to it that it became my daily life,GOLIVE
211,MixtapeOnTrack6,Even after time keeps passing by This constant desperation of mine Makes me look for you You come to mee every night And tantalize me again You tantalize me more You also hurt me I don't know (I don't know) I don't know (I don't know) I can never let you go I can never let you go How could I ever let you go?,GOLIVE
212,MixtapeOnTrack7,"My steps feel too heavy to make it through without you Once again towards you One more step, I will never stop I'll always Even a fool knows this You're the best thing I've got Once again towards you One more step, I will never stop I will always be on track",GOLIVE
213,Miroh1,Across the mountain across the mountain Across the river across the river Across the mountain and Range across the river and the ocean Across all of it and the next,Cle1: MIROH
214,Miroh2,"It's not hard, in this rough jungle It was me who ran into it, I'm okay We goin' higher in the next city Looking down the buildings, fly all day",Cle1: MIROH
215,Miroh3,"Woah-oh-oh, woah-oh-oh, woah-oh Higher, I'm going up over there Woah-oh-oh, woah-oh-oh, woah-oh Higher, I'm going to fly higher Woah-oh-oh, woah-oh-oh, woah-oh Higher, I'm going up over there Woah-oh-oh, woah-oh-oh, woah-oh Higher, I'm going to fly higher",Cle1: MIROH
216,Miroh4,"Yo, there's no way because it's my first time Yo, I was daring because it's my first time Yo, that it was my first time became a weapon It's my first time, my first time, all of them Poison, trap, toadstool you can set them up",Cle1: MIROH
217,Miroh5,"I'll survive in the end, whatever it takes I know your traps, you set them up And I stomp on them tougher There's only one answer, you just have to open it Oh, yeah, oh Stray Kids, woo! Oh",Cle1: MIROH
218,Miroh6,"Lots of thorny vines, need to push down my cuts (Woah-oh-oh, woah-oh-oh, woah-oh) But there's no time to rest (Higher, I'm going up over there) I'm alright, I'm holding on and I keep on going (Woah-oh-oh, woah-oh-oh, woah-oh) I just need to look ahead and run",Cle1: MIROH
219,Miroh7,"(Higher, I'm going to fly higher) Run through the maze like a beast I'm avoiding all the familiar paths Though inexperienced, it's a new challenge Imma Bear Grylls anything that blocks my dream I'm going to eat it up I run, it's the adventure for my dream",Cle1: MIROH
220,VictorySong1,"Listen to this victory song Stray Kids ah Listen to this victory song Oh-oh oh-oh oh-oh-oh, oh-oh oh oh oh oh oh Undefeated Oh-oh oh-oh oh-oh-oh, oh-oh Listen to this victory song",Cle1: MIROH
221,VictorySong2,"Roll the dice hunnid times Even when I close my eyes I know Roll the dice Throw it, I win all the time Even when I cover my ears, I know I still hear the victory song",Cle1: MIROH
222,VictorySong3,"A laidback victor, a smile spreads on my face Who else is like me, there's no one Get the (oops) out of here I get intoxicated by the scent of flowers on this very fragrant flower path Flying to a higher place That in itself is cheating",Cle1: MIROH
223,VictorySong4,"I can never stop Throw it all, I'll go all out I'm going to win the fight anyway So throw it all out Retreating is never an option With confidence that’s filled with spirit and vigor, throw it all A victor's shout oh",Cle1: MIROH
224,VictorySong5,"We charge forward Fly high Who dares to block me I'm an anaconda that eats up the jungle's king tiger I race towards my goals, I go even higher What do you mean what do we do, you amateur",Cle1: MIROH
225,VictorySong6,"What we do is laugh If something isn't it, if something isn't allowed The compass will point the way Hurry, I got it Wherever I am, I will get there",Cle1: MIROH
226,VictorySong7,"The atmosphere is hot, my passion is on fire I won't learn what it means to be scared of failure Just trust me and go One by one, we'll go up A victor's shout oh",Cle1: MIROH
227,MazeOfMemories1,"Time is running It's like my dreams, day and night For a moment, burn away my thirst My memories are thrown out This is like a script less drama An unthinkable ending appears The dust that covered my old mind Now weighs down my current dreams",Cle1: MIROH
228,MazeOfMemories2,Throwback to the black nights that I used to devour Now I carry the sun's crimson light The cold dawn on the wall Shows a lonely moon and covers my face As if it was coloring me black The inside of my mind burns and fills up With question marks that blame me Now I run for an answer that I cannot see Running on my mind But the inside of me is even more frustrating,Cle1: MIROH
229,MazeOfMemories3,"This is my grim struggle for my tomorrow My current state is as if I saw yesterday's future, yeah My smile appears at the call of others, a sigh falls out A maze of memories appears as if today's me saw the past me Getting slower as I walk, the wind drives me",Cle1: MIROH
230,MazeOfMemories4,"Ayy, turn up with this wandering Please give me some time to sleep even for a little bit Show me the wrong answer That's acting like the right answer in my life Everything looks like a lie to me right now It's like I'm stuck in time",Cle1: MIROH
231,MazeOfMemories5,"Under the dark blue sky, our song burns red hot The front of our burning hot song It's blocked by a whale who rides a rough Sandy wind and hunts for its prey But I can't feed it, that's how I've always been Here and there is filled with rocks",Cle1: MIROH
232,MazeOfMemories6,"With a flying sword I'll cut it down and create dust And with the dust I'll create a mountain, I'Il bring it all back Boil it up, a teakettle that's filled with anger Bring it up, the me that's filled with anger It'd be nice if that anger could turn into a flower Instead of a sea of fire, I hope it turns into a field of flowers",Cle1: MIROH
233,MazeOfMemories7,Demons wander around on the road My brain floats around in this complicated air A bird that's flying high ends up snatching my brain But I'm flying on that bird's back,Cle1: MIROH
234,MazeOfMemories8,"I'ma look back, I'ma look back to the future in fact Let me examine the progress, the demons that tried to Suffocate the road to success I'ma look forward into the sea oblivious sea I call ""history"" Thunderous waves that rage Destroying the maze of memories, I wanna see",Cle1: MIROH
235,MazeOfMemories9,"And so, should I give up But really, can I give up? We live in a time and space A world full of blinds, it makes me wanna give up But then again, no, I shouldn't give up I feel it inside, don't wanna give up We live in a time and space A world full of blinds, now I've had enough",Cle1: MIROH
236,MazeOfMemories10,"Calling out for help on this carousel Life is like a dare or an open fair I just wanna tell, tell the citadel dream Empire, campfire, unpile old files, set fire Rise higher, go wild and chase my dream That's why I",Cle1: MIROH
237,MazeOfMemories11,"Never give up, ooh (Ayy, ayy) Never give up, ooh-ooh-ooh (Ayy, ayy) Listen to my words, I'm a little different (Ooh) Never give up, ooh-ooh (Ayy, ayy) Never give up, ooh (Ayy, ayy) Never give up, ooh-ooh-ooh (Ayy, ayy) To see tomorrow, I run a little more Never give up (Ayy, ayy)",Cle1: MIROH
238,Boxer1,"Ah… Okay Hello, I'm a young man who can fly anywhere But that doesn't make me a runaway youth Everyone, attention I don't touch those who are weaker than me",Cle1: MIROH
239,Boxer2,"I just pick out the strong ones and beat them up I can be a gentle lamb but turn into a beast in front of my goals Spitting out my fighting spirit, 100% My goal that will fill my stomach is on the other side of the world",Cle1: MIROH
240,Boxer3,"I'm burning up any resignation, I can see the fight in me every day I see myself rising, like a UFO in the sky My future is so bright, even the sun shines on my path",Cle1: MIROH
241,Boxer4,"Oh, I'll keep fighting Oh, you can't stop me 1, 2, everyone come at me K.O faster than anyone else Look closely, at the speed of light, hey Two fists above my head, hey Smash it up, wait is that too harsh? Boxer",Cle1: MIROH
242,Boxer5,"Jab, Stray Kids, jab One, two, counter punch, Knock out Jab, jab, Stray Kids, jab, jab One, two, counter punch, Knock out",Cle1: MIROH
243,Boxer6,I'm catching everything that comes into my eyes I won't let go but I'll hold tight To everything that comes into my hands I see my prey,Cle1: MIROH
244,Boxer7,I'll fly like an eagle and eat them all up I'm catching everything that comes into my eyes I won't let go but I'll hold tight To everything that comes into my hands I see my prey I'll fly like an eagle and eat them all up,Cle1: MIROH
245,Boxer8,"Get out of my way, go Higher, gotta gotta gotta go Claxon beep beep Victory Song ladidadi lalala I'm gonna draw my future like Picasso What I want, I'll get I'm flying above my goals but I'm not a delinquent Across mountains, across rivers Across rivers, across everything Across mountains to the mountain range Across rivers to the sea Across everything, I’m climbing over walls",Cle1: MIROH
246,Boxer9,"Turn it up, ready (pew pew) Spotlight shining on me I'll go wherever I wanna go (yeah) I'll do whatever I wanna do Raising my fists high, 1, 2 I'm praying for a fight in a brighter future I'm gonna win anyway so I'll take a punch Now the ring is ringing",Cle1: MIROH
247,Chronosaurus1,I've run without a break but why It's still dark around me why That time will solve everything Is just a fear for me?,Cle1: MIROH
248,Chronosaurus2,Time can't solve this I'll get caught if I just wait I should do something I don't have other solutions Would time in this place be gold or beast? Would it be me or my dream that's caught while playing tag?,Cle1: MIROH
249,Chronosaurus3,Day and night every day I Am afraid I think I'll get caught I just dash out even if I get out of breath I run constantly Why does time run to me so fast? I just dash out even if I fall I keep running I can just run so time can't even see me,Cle1: MIROH
250,Chronosaurus4,"Woah, woah, woah, yeah, yeah Tick tock, tick tock, gettin' closer Woah, woah, woah, yeah, yeah Tick tock, tick tock, run fast",Cle1: MIROH
251,Chronosaurus5,"Watch out, watch out I should open my eyes Countdown, countdown, now what? I feel like I'm stuck in a sandglass Watch out, watch out I should open my eyes Countdown, countdown, now what? It's just over if I stop",Cle1: MIROH
252,Chronosaurus6,"Ooh like a tunnel with no light Yeah ooh, there's no end, I'm scared Ooh like a tunnel with no light Yeah ooh (Day and night) There's no end, I'm scared Am afraid I think I'll get caught",Cle1: MIROH
253,19-1,"It's too fast I've waited for this moment, what about you? Are you a little scared? Or are you excited? To be honest, it hurts to send you away Every time the day went by slowly I prayed for it to pass by quickly But right now I feel the opposite I'd like for this moment to stop for a bit",Cle1: MIROH
254,19-2,"Time don't stay here, go somewhere else One, two, three, once again back to the 13 I became the singer that I wanted to become back then I still can't believe it but I'm happy I'm satisfied that my dream came with a lot of luck But this moment that I've waited for even before I started to dream is here and I just want to stop time I'm still not ready I'm waiting all the way over there The 20 year old me is waiting",Cle1: MIROH
255,19-3,Why does this day feel like it's passing by so quickly When I count to three Can everything disappear like a dream And I go back to where I was before,Cle1: MIROH
256,19-4,"Back, back, back, back, back, back Go back to before Where everyday was the same, same, same, same, same, same Same back then If right now passes then it'll seem so far away It'll feel like I won't be able to see the current me again I just wanna go back Back, back, back, back, back, back Back to before",Cle1: MIROH
257,19-5,Now the way I talk has gotten more mature It's a bit unfamiliar but I walk around like I'm confident But I'm like a middle school student who's acting as an adult I'm still immature and I just can't get used to it The hours after 10pm that I've gotten close with,Cle1: MIROH
258,19-6,The signs that don't allow minors don't relate to me anymore But my dad and mom still look at me like a kid And strangely this is something I'm still used to Pay attention how old are you now that you’re still asking for the impossible,Cle1: MIROH
259,19-7,"Soon I'll have to take off my name tag as a teenager This should be good enough Continue on naturally, don't be uncomfortable Everybody was like this too Twenty years old that I wanted to become so badly",Cle1: MIROH
260,19-8,"Did everybody go through this same experience or am I the only one That's anxious? Not even other people, but people close to me Like my mom, dad, and brother Did they spend this day like this too?",Cle1: MIROH
261,19-9,"This place that felt so awkward Is now my home Seoul that felt so big Now seems small to me The dream that I've been dreaming of has taken off And when I look out the window, it's ready to land The dream that I've been dreaming of has taken off And when I look out the window, it's ready to land, yeah",Cle1: MIROH
262,Hellevator1,"My life's at a rock bottom's cliff I'm walking in a dark tunnel I'm holding up this cruel, dreadful day I'm enduring through alone",Hellevator
263,Hellevator2,"The school hallways get farther away, I'm on unfamiliar paths I'm so unlucky on this path I'm on I don't even have a map, but I never want to go back to I'm comforting myself shedding bloody sweats instead of blood tears, I comfort myself",Hellevator
264,Hellevator3,"Yoh, people tell me such hills are just passing showers If you want succeed, even though I'm afraid I need to set up a trap called failures So yes, I bite the baits that are called pain I'm wandering around, with my exhausted wings of passion",Hellevator
265,Hellevator4,"My life was rock bottom, an edge of a cliff I'm walking in a dark tunnel Cruel and fearful days I'm enduring through alone",Hellevator
266,Hellevator5,I hold out my hand But no one is there to grab it I'm riding on my pain and my tears As I try to escape above I'm on a hellevator My hellevator I'm on a hellevator My hellevator (I'm on a hellevator),Hellevator
267,Hellevator6,"There's nothing, no one to care or worry about me Only cold words, telling me to give up on my dreams Those quitting words keep hitting my ear, only despair grows The hopeful sky only gets covered by other people's hands",Hellevator
268,Hellevator7,"I'm praying to live as I try to endure with the piercing eyes on me I'm going insane, even if I succeed, I'll be someone's clown So people tell me to give up on becoming a singer I'm getting weak, but I keep pushing myself",Hellevator
269,Hellevator8,"I'm trying to look for an exit Take myself out from being trapped in the darkness I'm fighting harder, run away from this place I'm on the hellevator, I'm gonna go up I'm escaping from my dark past",Hellevator
270,Hellevator9,"Shining on my path ahead Tiresome times that drove me crazy I'm running so I can forget As the bell of a new start rings I got on, hold my hand And take me to the penthouse my hellevator, uh",Hellevator
